StudyID,Title,Species,Institute,Analysis,ReleaseDate,Version,Samples,Download
ST000566 (Available on 2019-03-03),Large Scale C18 Profiling of the Effects of Curcumin Supplementation of Older Adults: Relation to Vascular Function (part 5),Homo sapiens,Mayo Clinic,MS,-,-,576,Not available
ST000567 (Available on 2019-03-03),Large Scale HILIC Profiling of the Effects of Curcumin Supplementation of Older Adults: Relation to Vascular Function (part 6),Homo sapiens,Mayo Clinic,MS,-,-,576,Not available
ST000568,Metabolomic study on a schizophrenia and type 2 diabetes susceptibility gene,Homo sapiens,Shanghai Jiao Tong University Affiliated Sixth Peopleês Hospital,MS,10/07/2017,1,441,Not available
ST000569,Effect of minimal and complex media on the metabolite profiles,Saccharomyces cerevisiae,Graduate school of Korea University,MS,10/07/2017,1,24,Uploaded data (222M)*
ST000570 (Available on 2018-03-09),Metabolome analysis of the cecal contents of GF mice and GF mice colonized with dominant gut microbes present in the ceca of neonatal and adult mice,Mus musculus,Keio University,MS,-,-,34,Not available
ST000571 (Availability TBA),Metabolomics of uterine fluid of the cow,Bos taurus,University of Florida,MS,-,-,30,Not available
ST000572 (Availability TBA),Metabolomics of Shark Bay stromatolites,Mixed,University of Florida,MS,-,-,60,Not available
ST000573 (Available on 2018-03-17),Exploratory research on first and second trimester urinary metabolic profiles and fetal growth restriction,Homo sapiens,Mayo Clinic,NMR,-,-,322,Not available
ST000574 (Available on 2018-04-01),Effects of the Kinase Inhibitor Sorafenib on Serum Metabolism In Vivo using Non-targeted Metabolomics Analysis tissue).,Mus musculus,University of North Carolina,MS,-,-,20,Not available
ST000575 (Available on 2018-04-01),Effects of the Kinase Inhibitor Sorafenib on Muscle Metabolism In Vivo using Non-targeted Metabolomics Analysis tissue).,Mus musculus,University of North Carolina,MS,-,-,20,Not available
ST000576 (Available on 2018-04-01),Effects of the Kinase Inhibitor Sorafenib on Heart Metabolism In Vivo using Non-targeted Metabolomics Analysis tissue).,Mus musculus,University of North Carolina,MS,-,-,20,Not available
ST000577 (Available on 2018-04-01),Effects of the Kinase Inhibitor Sorafenib on Liver Metabolism In Vivo using Non-targeted Metabolomics Analysis tissue).,Mus musculus,University of North Carolina,MS,-,-,20,Not available
ST000578,Experiment HuA: Metabolomics of plasma samples from humans infected with Plasmodium vivax strain.,Homo sapiens,Emory University,MS,10/07/2017,1,546,Uploaded data (260G)*
ST000579 (Available on 2018-04-04),DBA2J Phosphatidylethanolamine Analysis,Mus musculus,University of Miami,MS,-,-,20,Not available
ST000580 (Available on 2018-04-04),DBA2J Phosphatidylethserine Analysis,Mus musculus,University of Miami,MS,-,-,20,Not available
ST000581 (Available on 2018-04-04),DBA2J Phosphatidylinositol Analysis,Mus musculus,University of Miami,MS,-,-,20,Not available
ST000582 (Available on 2019-02-21),DBA2J Phospholipid Analysis,Mus musculus,University of Miami,MS,-,-,20,Not available
ST000583 (Availability TBA),The Metabolomics of Oral Biofilms exposed to Arginine and Fluoride,Homo sapiens,University of Florida,MS,-,-,122,Not available
ST000584 (Available on 2019-03-10),"Fasting wildtype, tfeb -/- knockout, and lmna -/- knockout metabolite profiling of adult zebrafish",Danio rerio,Mayo Clinic,MS,-,-,3344,Not available
ST000585,Metabolomic profiling of follicular fluid from patients with infertility-related deep endometriosis.,Homo sapiens,Sao Paulo Federal University,MS,10/07/2017,1,92,Uploaded data (1.4G)*
ST000586 (Available on 2018-04-11),Evaluation of specific concentrations for use in experimental protocol,Homo sapiens,Duke University,MS,-,-,32,Not available
ST000587 (Available on 2019-04-07),Metabolomics of Exhaled Breath Condensate in Decompensated Heart Failure,Homo sapiens,Mayo Clinic,NMR,-,-,23,Not available
ST000588 (Available on 2019-04-07),Metabolomics of Saliva in Decompensated Heart Failure,Homo sapiens,Mayo Clinic,NMR,-,-,24,Not available
ST000589,Effects of dilution on analyte identification and quantification,Homo sapiens,Duke University,MS,10/07/2017,1,330,Uploaded data (1.7G)*
ST000590,Human Plasma Metabolomics in Age-related Macular Degeneration (AMD) Using Nuclear Magnetic Resonance Spectroscopy,Homo sapiens,University of Aveiro,NMR,10/07/2017,1,396,Not available
ST000591,Metablomic profiling in acc1-5 mutant and wild type arabidiopsis,Arabidopsis thaliana,Agriculture and Agri-Food Canada,MS,25/10/2017,1,14,Uploaded data (3.0G)*
ST000592,"Uninfected Macaca mulatta exposed to pyrimethamine to produce and integrate clinical, hematological, and omics control measures.",Macaca mulatta,Emory University,MS,10/07/2017,1,62,Uploaded data (36G)*
ST000593,PGD2 and other lipid mediator changes in mouse adipose associated with administration of an oral inhibitor of H-PGDS (HQL-79),Mus musculus,USDA Western Human Nutrition Research Center,MS,03/10/2017,1,16,Uploaded data (3.4M)*
ST000594,PGD2 and other lipid mediator changes in mouse adipose associated with administration of an oral inhibitor of H-PGDS (HQL-79) (part II),Mus musculus,USDA Western Human Nutrition Research Center,MS,10/07/2017,1,16,Uploaded data (3.4M)*
ST000595 (Available on 2018-04-21),Emory University high-resolution metabolomic profiling CHEAR pooled reference materials: Urine,Homo sapiens,Emory University School of Medicine,MS,-,-,72,Not available
ST000596 (Available on 2018-02-17),Emory University high-resolution metabolomic profiling CHEAR pooled reference materials,Homo sapiens,Emory University School of Medicine,MS,-,-,92,Not available
ST000597,Dysfunctional lipid metabolism underlies the effect of the perinatal DDT exposure on the development of metabolic syndrome,Mus musculus,USDA Western Human Nutrition Research Center,MS,10/07/2017,1,16,Uploaded data (3.3M)*
ST000598,Dysfunctional lipid metabolism underlies the effect of the perinatal DDT exposure on the development of metabolic syndrome (part II),Mus musculus,USDA Western Human Nutrition Research Center,MS,10/07/2017,1,16,Uploaded data (3.3M)*
ST000599,Metabolomics measures of Macaca mulatta infected with Plasmodium coatneyi Hackeri strain,Macaca mulatta,Emory University,MS,10/07/2017,1,662,Uploaded data (657G)*
ST000600,NEFA Profile Response to Triphenyl Phosphate Exposure,Rattus norvegicus,USDA Western Human Nutrition Research Center,MS,10/07/2017,1,29,Uploaded data (143M)*
ST000601 (Available on 2018-05-01),"Untargeted LC-MS metabolomics analysis of human COPD plasma, HILIC & C18",Homo sapiens,University of Colorado Anschutz Medical Campus,MS,-,-,262,Not available
ST000602,PIXiE: An Algorithm for Automated Ion Mobility Arrival Time Extraction and Collision Cross Section Calculation using Global Data Association,Standard,Pacific Northwest National Laboratory,MS,10/07/2017,1,21,Uploaded data (7.1G)*
ST000603,"Urinary Volatile Compound, Associated with Chronic Inflammation In Interstitial Cystitis",Homo sapiens,"University of California, Davis",MS,10/07/2017,1,20,Uploaded data (81M)*
ST000604,Impact Of High Sugar Diet On L-Arginine Metabolism In The Lung (part II),Mus musculus,"University of California, Davis",MS,10/07/2017,1,168,Uploaded data (16G)*
ST000605,Whole blood reveals more metabolic detail of the human metabolome than serum as measured by 1H-NMR spectroscopy: Implications for sepsis metabolomics,Homo sapiens,University of Michigan,NMR,06/01/2017,1,40,Uploaded data (14M)*
ST000606 (Available on 2019-05-14),"Bioprospection of the aromatic potential of species from the Atlantic Rainforest in S†o Paulo: occurrence, taxonomy and chemical, genetic and physiological characterization of plant populations",Mixed,"Instituto Agron»mico, IAC, S†o Paulo, Brazil",MS,-,-,63,Not available
ST000607,1D-1H-Nuclear Magnetic Resonance Metabolomics Reveals Age-related Changes in Metabolites Associated with Experimental Venous Thrombosis,Mus musculus,University of Michigan,NMR,10/07/2017,1,25,Uploaded data (13M)*
ST000608,Comparing identified and statistically significant lipids and polar metabolites in 15-year old serum and dried blood spot samples for longitudinal studies,Homo sapiens,Pacific Northwest National Laboratory,MS,10/07/2017,1,180,Uploaded data (6.8G)*
ST000609 (Available on 9999-01-01),CHEAR Plasma Reference Material,Homo sapiens,RTI International,MS,-,-,12,Not available
ST000610 (Available on 9999-01-01),CHEAR Urine Reference Material,Homo sapiens,RTI International,MS,-,-,12,Not available
ST000611 (Available on 2018-11-23),Relative level of inosine/adenosine and sarcosine,Homo sapiens,Baylor College of Medicine,MS,-,-,259,Not available
ST000612 (Available on 2019-05-26),Sphingolipid Analysis of Human Aqueous Humor in Glaucomatous and Control eyes (part I),Homo sapiens,University of Miami,MS,-,-,40,Not available
ST000613 (Available on 2019-05-26),Human TM Sphingolipid Analysis (part II),Homo sapiens,University of Miami,MS,-,-,40,Not available
ST000614 (Available on 2018-11-23),Tobacco-specific carcinogens in Bladder Cancer,Homo sapiens,Baylor College of Medicine,MS,-,-,715,Not available
ST000615 (Available on 2018-11-23),GC/MS measurement of sarcosine in urine samples,Homo sapiens,Baylor College of Medicine,MS,-,-,76,Not available
ST000616 (Available on 2019-05-31),Human Aqueous Humor Phospholipids in Control and Glaucomatous eyes,Homo sapiens,University of Miami,MS,-,-,40,Not available
ST000617,Validation of the application of targeted metabolomic appraoch in the diagnosis of CFS,Homo sapiens,"University of California, San Diego",MS,17/06/2017,1,76,Uploaded data (36K)
ST000618,Metabolomic Profiling of Follicular Fluid from Patients with Polycystic Ovary Syndrome and Hyper Response to In Vitro Fertilization Treatment,Homo sapiens,Sao Paulo Federal University,MS,20/11/2017,1,186,Not available
ST000619,A structural examination and collision cross section database of over 500 metabolities and xenobiotics using drift tube ion mobility,None,Pacific Northwest National Laboratory,MS,10/07/2017,1,1707,Not available
ST000620 (Available on 2019-06-06),Sphingolipid Analysis of hyper and normotensive DBA2J mice aqueous humor and trabecular meshwork,Mus musculus,University of Miami,MS,-,-,20,Not available
ST000621 (Available on 2019-01-16),Untargeted metabolomic changes in Chlamydomonas reinhardtii treated with lipid inducing small molecules,Chlamydomonas reinhardtii,University of Nebraska-Lincoln,MS,-,-,9,Not available
ST000622,Identification and metabolite profiling of chemical activators of lipid accumulation in green algae,Chlamydomonas reinhardtii,Univ of Nebraska-Lincoln,MS,03/10/2017,1,54,Uploaded data (283M)*
ST000623,"Non-targeted Metabolomics Analysis of Golden Retriever Muscular Dystrophy-Affected Muscles Reveals Alterations in Arginine and Proline Metabolism, and Elevations in Glutamic and Oleic Acid In Vivo",Canis lupus familiaris,University of North Carolina,MS,20/11/2017,1,40,Uploaded data (97M)*
ST000624 (Available on 2019-06-01),Human trabecular meshowrk phospholipid profiles of control and glaucomatous eyes,Homo sapiens,University of Miami,MS,-,-,40,Not available
ST000625 (Available on 2018-10-21),"Non targeted metabolomic analysis of mouse and human bronchoalveolar lavage fluid, Aqueous(+) experiment (part I)",Homo sapiens | Mus musculus,University of Colorado Anschutz Medical Campus,MS,-,-,15,Not available
ST000626 (Available on 2018-10-21),"Non targeted metabolomic analysis of mouse and human bronchoalveolar lavage fluid, Lipid(-) experiment (part II)",Homo sapiens | Mus musculus,University of Colorado Anschutz Medical Campus,MS,-,-,36,Not available
ST000627 (Available on 2018-10-21),"Non targeted metabolomic analysis of mouse and human bronchoalveolar lavage fluid, Lipid(+) experiment (part III)",Homo sapiens | Mus musculus,University of Colorado Anschutz Medical Campus,MS,-,-,42,Not available
ST000628 (Available on 2019-06-23),TCA Cycle Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from 20 Participants of the DASH2 Clinical Trial (part I),Homo sapiens,Mayo Clinic,MS,-,-,40,Not available
ST000629 (Available on 2019-06-23),Amino Acd Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from 20 Participants of the DASH2 Clinical Trial (part II),Homo sapiens,Mayo Clinic,MS,-,-,40,Not available
ST000630 (Available on 2019-06-23),Neuromodulator Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from 20 Participants of the DASH2 Clinical Trial (part III),Homo sapiens,Mayo Clinic,MS,-,-,40,Not available
ST000631 (Available on 2019-06-23),TCA Cycle Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine (part IV),Rattus norvegicus,Mayo Clinic,MS,-,-,36,Not available
ST000632 (Available on 2019-06-23),Amino Acid Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine (part V),Rattus norvegicus,Mayo Clinic,MS,-,-,36,Not available
ST000633 (Available on 2019-06-23),Neuromodulator Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine (part VI),Rattus norvegicus,Mayo Clinic,MS,-,-,36,Not available
ST000634 (Available on 2019-06-23),TCA Cycle Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from DASH2 Clinical Trial (part VII),Homo sapiens,Mayo Clinic,MS,-,-,166,Not available
ST000635 (Available on 2019-06-23),Amino Acid Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from DASH2 Clinical Trial (part VIII),Homo sapiens,Mayo Clinic,MS,-,-,166,Not available
ST000636 (Available on 2019-06-23),Neuromodulator Metabolites of Dietary Salt Effects on Blood Pressure in Human Urine from DASH2 Clinical Trial (part IX),Homo sapiens,Mayo Clinic,MS,-,-,166,Not available
ST000637 (Available on 2019-06-23),TCA Cycle Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine and Kidney Tissue (part X),Rattus norvegicus,Mayo Clinic,MS,-,-,24,Not available
ST000638 (Available on 2019-06-23),Amino Acid Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine and Kidney Tissue (part XI),Rattus norvegicus,Mayo Clinic,MS,-,-,24,Not available
ST000639 (Available on 2019-06-23),Neuromodulator Metabolites of Dietary Salt Effects on Blood Pressure in Rat Urine and Kidney Tissue (part XII),Rattus norvegicus,Mayo Clinic,MS,-,-,8,Not available
ST000640 (Available on 2019-06-23),Targeted NEFA in American Indian Adolescents (part I),Homo sapiens,Mayo Clinic,MS,-,-,153,Not available
ST000641 (Available on 2019-06-23),Targeted Amino Acids in American Indian Adolescents (part II),Homo sapiens,Mayo Clinic,MS,-,-,153,Not available
ST000642 (Available on 2019-06-23),"Trace 13C-glucose, 13C-glutamine, and 13C-serine in genetically engineered pancreatic cell lines through free fatty acids (part I)",Homo sapiens,Mayo Clinic,MS,-,-,18,Not available
ST000643 (Available on 2019-06-23),"Trace 13C-glucose, 13C-glutamine, and 13C-serine in genetically engineered pancreatic cell lines through non-esterified fatty acids (part II)",Homo sapiens,Mayo Clinic,MS,-,-,54,Not available
ST000644 (Available on 2019-06-23),"Trace 13C-glucose, 13C-glutamine, and 13C-serine in genetically engineered pancreatic cell lines through ceramides (part III)",Homo sapiens,Mayo Clinic,MS,-,-,54,Not available
ST000645 (Available on 2019-06-23),Effects of Exercise on Dystrophic Mouse Muscle Amino Acids (part I),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000646 (Available on 2019-06-23),Effects of Exercise on Dystrophic Mouse Muscle TCA Cycle (part II),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000647 (Available on 2019-06-23),Effects of Exercise on Dystrophic Mouse Muscle Non-Esterified Fatty Acids (part III),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000648 (Available on 2019-06-23),Effects of NO Donor Therapy on the Dystrophic Mouse Muscle Amino Acids (part IV),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000649 (Available on 2019-06-23),Effects of NO Donor Therapy on the Dystrophic Mouse Muscle Non-Esterified Fatty Acids (part V),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000650 (Available on 2019-06-23),Effects of NO Donor Therapy on the Dystrophic Mouse Muscle TCA Cycle (part VI),Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000651 (Available on 2019-06-23),Effects of NO Donor Therapy on the Dystrophic Mouse Heart Metabolome (part VII),Mus musculus,Mayo Clinic,MS,-,-,960,Not available
ST000652 (Available on 2019-06-23),Effects of NO Donor Therapy on the Dystrophic Mouse Quadricep Metabolome (part VIII),Mus musculus,Mayo Clinic,MS,-,-,960,Not available
ST000653 (Available on 2019-06-23),Effects of Exercise on Dystrophic Mouse Heart Meabolome (part IX),Mus musculus,Mayo Clinic,MS,-,-,960,Not available
ST000654 (Available on 2019-06-23),Effects of Exercise on Dystrophic Mouse Quadricep Meabolome (part X),Mus musculus,Mayo Clinic,MS,-,-,904,Not available
ST000655,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice (part II),Mus musculus,"University of California, Davis",MS,01/07/2017,1,164,Uploaded data (8.9G)
ST000656,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice (part III),Mus musculus,"University of California, Davis",MS,01/07/2017,1,70,Not available
ST000657 (Available on 2018-06-21),mTOR regulates metabolic adaptation of APCs in the lung microenvironment and controls the outcome of allergic inflammation,Mus musculus,Emory University,MS,-,-,105,Not available
ST000658,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice (part IV),Mus musculus,"University of California, Davis",MS,20/11/2017,1,32,Uploaded data (170M)*
ST000659,Changes in metabolites and lipid mediators associated with supervised exercise training for peripheral,Homo sapiens,USDA Western Human Nutrition Research Center,MS,03/10/2017,1,316,Uploaded data (444K)*
ST000660,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice (part I),Mus musculus,"University of California, Davis",MS,03/10/2017,1,79,Uploaded data (386M)*
ST000661 (Availability TBA),CHOICE clinical weight loss study,Homo sapiens / Rattus norvegicus,University of Michigan,MS,-,-,186,Not available
ST000662,Lipidomics of hormone-sensitive lipase variants,Homo sapiens,University of Michigan,MS,06/12/2017,1,16,Uploaded data (640M)*
ST000663,Metabolic Syndrome Plasma Lipidomics,Homo sapiens,University of Michigan,MS,06/12/2017,1,80,Uploaded data (2.5G)*
ST000664,Nutritional Psychiatric Illness Studies,Homo sapiens,University of Michigan,MS,06/12/2017,1,330,Uploaded data (11G)*
ST000665,Nonalcoholic fatty liver disease (NAFLD) Studies,Homo sapiens,University of Michigan,MS,06/12/2017,1,44,Uploaded data (1.7G)*
ST000666,Rat Rotator Cuff Lipidomics,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,80,Uploaded data (1.2G)*
ST000667,Diabetic Microvascular Plasma/Tissue Lipidomics- Comparison,Mus musculus,University of Michigan,MS,06/12/2017,1,56,Uploaded data (1.9G)*
ST000668,Diet manipulation on the lipidome,Homo sapiens,University of Michigan,MS,06/12/2017,1,88,Uploaded data (2.8G)*
ST000669,Characterization of Retinal Exudates in Coats Disease - lipid profile,Homo sapiens,University of Michigan,MS,06/12/2017,1,10,Uploaded data (1.4G)*
ST000670,Exposure to high fat diets and bisphenol,Mus musculus,University of Michigan,MS,06/12/2017,1,126,Uploaded data (3.3G)*
ST000671,LCR/HCR rat mitochondrial study,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,24,Uploaded data (912M)*
ST000672,Diabetic Microvascular Plasma/Tissue Lipidomics- Comparison (part II),Mus musculus,University of Michigan,MS,06/12/2017,1,120,Uploaded data (3.1G)*
ST000673,Lipidomics in (SIDS) Sudden Infant Death Syndrome,Homo sapiens,University of Michigan,MS,06/12/2017,1,66,Uploaded data (1.5G)*
ST000674,Bmal1-ethanol based diet and liver injury,Mus,University of Michigan,MS,06/12/2017,1,4,Uploaded data (537M)*
ST000675,Effects of rosiglitazone treatment on lipid composition,Homo sapiens,University of Michigan,MS,06/12/2017,1,32,Uploaded data (1.1G)*
ST000676,Effect of high fat diet and streptozotocin treatment on neuropathy,Mus musculus,University of Michigan,MS,06/12/2017,1,472,Uploaded data (6.5G)*
ST000677,Nonalcoholic steatohepatitis (NASH) changes with S.Q. Leptin administrations,Homo sapiens,University of Michigan,MS,06/12/2017,1,42,Uploaded data (863M)*
ST000678,Functional genomics study on Non Alcoholic fatty liver disease (NAFLD),Homo sapiens,University of Michigan,MS,06/12/2017,1,36,Uploaded data (963M)*
ST000679,Functional genomics study on Non Alcoholic fatty liver disease (NAFLD) - part II,Homo sapiens,University of Michigan,MS,06/12/2017,1,48,Uploaded data (573M)*
ST000680,Functional genomics study on Non Alcoholic fatty liver disease (NAFLD) - part III,Homo sapiens,University of Michigan,MS,06/12/2017,1,34,Uploaded data (811M)*
ST000681,Retinal tissue knockout to study efflux of cholesterol (AGCA1/G1 double KO - TY and LysM cre),Mus musculus,University of Michigan,MS,06/12/2017,1,32,Uploaded data (1.2G)*
ST000682,Retinal tissue knockout to study efflux of cholesterol (AGCA1/G1 double KO - TY and LysM cre) - part II,Mus musculus,University of Michigan,MS,06/12/2017,1,24,Uploaded data (528M)*
ST000683,Untargeted Lipidomics for hepatic lipid profile wild type versus knockout,Mus musculus,University of Michigan,MS,06/12/2017,1,4,Uploaded data (451M)*
ST000684,Effect of fatty acids on macrophage (wild type versus knockout) lipid levels,Mus musculus,University of Michigan,MS,06/12/2017,1,80,Uploaded data (1.1G)*
ST000685 (Availability TBA),Lipidomics analysis for human liver cell lines,Homo sapiens,University of Michigan,MS,-,-,34,Not available
ST000686,Lipodomics and Gestational bisphenol A (BPA) exposure,Ovis aries,University of Michigan,MS,06/12/2017,1,56,Uploaded data (983M)*
ST000687,Nucleotide Analysis following Adenylate Kinase 4 knockdown,Homo sapiens,University of Michigan,MS,06/12/2017,1,10,Uploaded data (1.3G)*
ST000688,Biomarkers for different types of Multiple Scelerosis (MS) (BMS vs SPMS lipidomics),Homo sapiens,University of Michigan,MS,06/12/2017,1,66,Uploaded data (1.1G)*
ST000689,Influence of Noxa knockdown on cell metabolism,Homo sapiens,University of Michigan,MS,06/12/2017,1,14,Uploaded data (17G)*
ST000690,Human oral keratinocytes growth and proliferation based on culture medium volume,Homo sapiens,University of Michigan,MS,06/12/2017,1,30,Uploaded data (3.2G)*
ST000691,Metabolomics of diabetic nephropathy,Homo sapiens,University of Michigan,MS,06/12/2017,1,34,Uploaded data (3.6G)*
ST000692,Metabolites produced by strains associated with inflammation,Treponema pectinovorum,University of Michigan,MS,06/12/2017,1,88,Uploaded data (15G)*
ST000693,Lanthanide-mineral induced alteration of bile acid metabolism in a murine model of steatohepatitis (part II),Mus musculus,University of Michigan,MS,06/12/2017,1,42,Uploaded data (6.6G)*
ST000694,Differences in bile acids composition between ASCL5 knockout and floxed mice.,Mus musculus,University of Michigan,MS,06/12/2017,1,106,Uploaded data (17G)*
ST000695,Pilot metabolomics study of aromatase inhibitor associated arthralgias,Homo sapiens,University of Michigan,MS,06/12/2017,1,404,Uploaded data (30G)*
ST000696,Brain-Immune system-Gut Interaction in Chronic Mild Stress (CMS +/- Lacto),Mus musculus,University of Michigan,MS,06/12/2017,1,32,Uploaded data (7.2G)*
ST000697,Cytokines correlation with metabolomic profiling of psoriatic and normal skin,Homo sapiens,University of Michigan,MS,06/12/2017,1,32,Uploaded data (6.1G)*
ST000698,Metabolomics analysis of Sirt5 knockdown (KD) melanoma,Homo sapiens,University of Michigan,MS,06/12/2017,1,62,Uploaded data (16G)*
ST000699,Human vitreous amino acid & lipid analysis,Homo sapiens,University of Michigan,MS,06/12/2017,1,42,Uploaded data (1.7G)*
ST000701,Differences in metabolism in mouse embryonic fibroblasts (control vs SCF-beta-TrCP knockout),Mus musculus,University of Michigan,MS,06/12/2017,1,26,Uploaded data (2.1G)*
ST000702,NIH 3T3 fibroblast cells with Ceftriaxone Treatment,Mus musculus,University of Michigan,MS,06/12/2017,1,26,Uploaded data (2.0G)*
ST000703,Short chain Fatty Acid (SCFA) analysis in HIV patients,Homo sapiens,University of Michigan,MS,06/12/2017,1,213,Uploaded data (26M)*
ST000704,The effect of acetate on intestinal microorganisms,Mus musculus,University of Michigan,MS,06/12/2017,1,14,Uploaded data (2.5M)*
ST000705,Slow Aging Mice Plasma Metabolomics,Mus musculus,University of Michigan,MS,06/12/2017,1,226,Uploaded data (13G)*
ST000706,Effect of DASH Diet on Gut Microbiome (SCFA from stool),Homo sapiens,University of Michigan,MS,06/12/2017,1,15,Uploaded data (2.5M)*
ST000707,Amino Acid Analysis of hamster's gut contents,Cricetinae,University of Michigan,MS,06/12/2017,1,20,Uploaded data (3.6G)*
ST000708,Metabolic effects of weight reduction of very low energy diet vs dietary counseling,Homo sapiens,University of Michigan,MS,06/12/2017,1,88,Uploaded data (23G)*
ST000710,Influence of excercise and antiobitic on fecal SCFA,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,45,Uploaded data (4.0M)*
ST000711,Microbial ecology of nontuberculous mycobacteria (NTM) in cystic fibrosis (CF) sputum,Homo sapiens,University of Michigan,MS,06/12/2017,1,48,Uploaded data (5.3G)*
ST000712,"Diabetic heart adrenergic signaling and metabolism (STZ & Isoproterenol, High Fat)",Mus musculus,University of Michigan,MS,06/12/2017,1,29,Uploaded data (2.2G)*
ST000713,Metabolic profiling of cyst fluid from patients with Intraductal Pancreatic Mucinous Neoplasm,Homo sapiens,University of Michigan,HRMS,06/12/2017,1,24,Uploaded data (4.4G)*
ST000714,"Effect of genetic lesions on glioblastoma (NP, NPA, NPAI, NS)",Mus musculus,University of Michigan,MS,06/12/2017,1,16,Uploaded data (2.5G)*
ST000715,SCFA profile in infants dying of SIDS,Homo sapiens,University of Michigan,MS,06/12/2017,1,18,Uploaded data (3.2M)*
ST000717,Assessing influence of microbiota on enteric nervous system (ENS) with age,Mus musculus,University of Michigan,MS,06/12/2017,1,12,Uploaded data (2.1M)*
ST000718 (Availability TBA),Targeted Metabolomics in Pediatric US Population Exposed to Low-Level Heavy Metals,Homo sapiens,University of Michigan,MS,-,-,600,Not available
ST000720,"Metabolomics of lean males given water, antibiotic cocktail (ANMV), or neomycin then exposed to ozone",Mus musculus,University of Michigan,MS,06/12/2017,1,21,Uploaded data (3.2M)*
ST000721,Metabolomic Profiles of Recovery from Traumatic Brain Injury,Homo sapiens,University of Michigan,MS,06/12/2017,1,512,Uploaded data (47G)*
ST000722,Metabolomics of Diapause in Aedes albopictus,Aedes albopictus,University of Michigan,MS,06/12/2017,1,64,Uploaded data (3.6G)*
ST000723,Analysis of SCFA in the fecal matter of wt and Orai1kO mice,Mus musculus,University of Michigan,MS,06/12/2017,1,22,Uploaded data (2.3M)*
ST000724,Red squirrels age related changes,Tamiasciurus hudsonicus,University of Michigan,MS,06/12/2017,1,66,Uploaded data (2.7G)*
ST000725,"Metabolome, body composition, and muscle performance in children",Homo sapiens,University of Michigan,MS,06/12/2017,1,22,Uploaded data (937M)*
ST000726,Polycystic Ovarian Syndrome(PCOS) metabolomics,Homo sapiens,University of Michigan,MS,06/12/2017,1,178,Uploaded data (6.6G)*
ST000727,Bariatric surgery and breast cancer,Mus musculus,University of Michigan,MS,06/12/2017,1,27,Uploaded data (2.8M)*
ST000728,Effects of bariatric and antibiotic treatment surgery on mammary carcinogenesis,Mus musculus,University of Michigan,MS,06/12/2017,1,36,Uploaded data (4.4M)*
ST000729,Metabolomics of rats after bariatric or sham surgery,Mus musculus,University of Michigan,MS,06/12/2017,1,24,Uploaded data (6.9M)*
ST000732,Acylcarnitine profile in fast-refed livers,Mus musculus,University of Michigan,MS,06/12/2017,1,14,Uploaded data (28M)*
ST000733,Microbial changes following fecal microbiota transplantation in patients with recurrent C. difficile infection,Homo sapiens,University of Michigan,MS,06/12/2017,1,44,Uploaded data (3.5M)*
ST000734,Measuring SCFA in mice gut following colonization by C. difficile,Mus musculus,University of Michigan,MS,06/12/2017,1,18,Uploaded data (1.9M)*
ST000735,Murine bile acid profiles during CDI R20291 infection,Mus,University of Michigan,MS,06/12/2017,1,89,Uploaded data (172M)*
ST000736,Metabolic change in macrophages after efferocytosis,Mus musculus,University of Michigan,MS,06/12/2017,1,10,Uploaded data (420M)*
ST000737,Metabolic change in macrophages after efferocytosis (part II),Mus musculus,University of Michigan,MS,06/12/2017,1,10,Uploaded data (316M)*
ST000740,Quantitating the baseline fatty acid composition in phospholipids in subgroups of tumor cells,Homo sapiens,University of Michigan,MS,06/12/2017,1,10,Uploaded data (6.9G)*
ST000741,Metabolite-phenotype link in X-linked Adrenoleukodystrophy (fibroblast cell culture),Homo sapiens,University of Michigan,MS,06/12/2017,1,38,Uploaded data (7.8G)*
ST000742,Metabolite-phenotype link in X-linked Adrenoleukodystrophy (part II),Homo sapiens,University of Michigan,MS,06/12/2017,1,80,Uploaded data (4.1G)*
