Title,StudyID,Uploaded by,PI,Upload Date,# Files,Total Size (KB),Species,Instrument
GNPS - Human Calu-3 cell metabolome response to a wild type infectious clone of H5N1 and mutant H5N1 viruses,MSV000079460,alchemistmatt,"Yoshihiro Kawaoka, Katrina Waters, Richard Smith and Thomas Metz","Jan. 18, 2016, 11:42 AM",720,438023,Mus musculus,GC-MS
GNPS - 262_Pseudomonas_Collection,MSV000079450,ddnguyen,Pieter C. Dorrestein,"Jan. 7, 2016, 3:10 PM","8,999",6163211,Pseudomonas,micrOTOF-Q II
"GNPS 3D Nightshades Soils, Blanks, Standards",MSV000079448,dfloros,P Dorrestein,"Jan. 7, 2016, 1:13 PM",516,1335313,#NAME?,#NAME?
GNPS 3D Nightshade MaXis,MSV000079447,dfloros,P Dorrestein,"Jan. 7, 2016, 1:05 PM",778,3047308,#NAME?,maXis
GNPS 3D Nightshades MTQ,MSV000079446,dfloros,Pieter Dorrestein,"Jan. 7, 2016, 12:46 PM",794,3157078,#NAME?,micrOTOF-Q II
GNPS CF1 4y longitudinal,MSV000079444,quinnr,Dorrestein/Rohwer,"Jan. 5, 2016, 2:47 PM",75,11615682,Homo sapiens,maXis
GNPS Old Sputum Longitudinal,MSV000079443,quinnr,Dorrestein/Rohwer,"Jan. 5, 2016, 2:45 PM",51,5958788,Homo sapiens,maXis
GNPS Ficus insipida foliar extract nonpolar,MSV000079433,gfschnei,Gerald Schneider,"Dec. 22, 2015, 11:43 AM",2,6423,Ficus insipida,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Eukaryotic marine phytoplankton cultures total lipid extracts positive mode,MSV000079432,jkharbush,Aluwihare,"Dec. 21, 2015, 2:42 PM",11,1035466,#NAME?,LTQ XL
GNPS - Prochlorococcus marinus str. MIT 9215 TLE positive mode,MSV000079431,jkharbush,Aluwihare,"Dec. 21, 2015, 2:29 PM",3,182565,Prochlorococcus marinus str. MIT 9215,LTQ XL
GNPS - Synechococcus CC9311 TLE positive mode,MSV000079430,jkharbush,Aluwihare,"Dec. 21, 2015, 2:26 PM",3,157574,Synechococcus sp. CC9311,LTQ XL
GNPS_laptop_v3,MSV000079421,amelnik,P.Dorrestein,"Dec. 14, 2015, 11:37 AM",246,20476806,Homo sapiens,maXis
GNPS WinCF pH Experiment Dec 2015,MSV000079416,quinnr,Dorrestein,"Dec. 9, 2015, 7:09 AM",169,7466701,Homo sapiens,maXis
GNPS - Mouse BXD liver metabolomics,MSV000079411,nzamboni,Nicola Zamboni,"Dec. 4, 2015, 5:50 AM",583,213807680,Mus musculus,6550 Quadrupole Time-of-Flight LC/MS (Agilent instrument model)
GNPS_FiveStrainsEndophActinobLychnop_AmpBStd,MSV000079403,amcaraballor,M.T. Pupo,"Dec. 3, 2015, 10:05 AM",107,209799,#NAME?,micrOTOF-Q II
GNPS-Cystic Fibrosis_Human lung tissue,MSV000079398,negarg,Pieter C. Dorrestein,"Dec. 1, 2015, 10:11 AM",881,4698936,Homo sapiens,maXis
GNPS_Amazon skin and environmental samples,MSV000079389,abouslimani,Maria Gloria Dominguez-Bello and Pieter Dorrestein,"Nov. 25, 2015, 4:51 PM",916,109039260,"Homo sapiens
environmental samples <Bacillariophyta>",maXis
GNPS_Comparison of two plant extracts: Euphorbia amygdaloides ssp. semiperfoliata vs Euphorbia dendroides,MSV000079385,lfnothias,Litaudon /Touboul,"Nov. 23, 2015, 1:57 AM",5,222206,"Euphorbia amygdaloides ssp. semiperfoliata
Euphorbia dendroides",LTQ Orbitrap XL
GNPS_Euphorbia amygdaloides ssp. semiperfoliata (Corsican Euphorbiaceae plant),MSV000079384,lfnothias,Litaudon/Touboul,"Nov. 23, 2015, 1:20 AM",27,136521,Euphorbia amygdaloides ssp. semiperfoliata,LTQ Orbitrap XL
GNPS_V229,MSV000079375,christianmartinhdz,Marcelino Gutierrez/Pieter Dorrestein,"Nov. 11, 2015, 3:47 PM",15,4086779,Pseudomonas cichorii,autoflex II TOF/TOF
GNPS_V229,MSV000079374,christianmartinhdz,Marcelino Gutierrez/Pieter Dorrestein,"Nov. 11, 2015, 7:12 AM",12,7002961,Pseudomonas cichorii,micrOTOF-Q II
GNPS - Food/honey/plants of the Hadza - C18-LC-MS/MS Positive Polarity,MSV000079356,fevargas,Rob Knight and Pieter Dorrestein,"Oct. 22, 2015, 1:15 PM",70,16143239,environmental samples <Bacillariophyta>,maXis
GNPS - 2015_10_05_BacilliInteractions,MSV000079344,awsher,Pieter Dorrestein,"Oct. 5, 2015, 2:23 PM",178,2105130,"Bacillus subtilis
Bacillus pumilus
Zea mays subsp. mays",maXis
GNPS - Swab background analysis of catchall buccal swabs,MSV000079341,fevargas,Pieter Dorrestein,"Oct. 1, 2015, 9:00 PM",632,7578244,Homo sapiens,maXis
GNPS - MJ2.1 Metaboloties - C18-LC-MS/MS - Negative polarity,MSV000079339,fevargas,Monika Fleshner,"Oct. 1, 2015, 7:23 PM","2,379",11311370,Rattus norvegicus,maXis
GNPS - MJ2.1 Metaboloties - C18-LC-MS/MS - Positive polarity,MSV000079329,fevargas,Monika Fleshner,"Sep. 23, 2015, 5:06 PM","1,848",27121718,Rattus norvegicus,maXis
GNPS - Mouse lung metabolome response to H5N1 (and mutants) and H1N1 Influenza viruses,MSV000079327,alchemistmatt,Thomas Metz,"Sep. 21, 2015, 3:09 PM",528,499561,Mus musculus,6110 Quadrupole LC/MS
"GNPS - Streptomyces wadayamensis B1 (Wd, 1 and 2)",MSV000079320,celioffa,C_lio F F A,"Sep. 16, 2015, 8:41 AM",13,21058225,Streptomyces wadayamensis,LC-Q-Tof(Agilent)
GNPS - Different growth conditions of S. wadayamensis (Citrus sp.),MSV000079312,celioffa,Celio F F Angolini,"Sep. 11, 2015, 8:46 AM",51,18453815,Streptomyces wadayamensis,LC-Q-ToF 6550 (Agilent)
GNPS-Duncan et al. Chem Biol 2015 Salinispora dataset,MSV000079284,mcruesemann,Jensen/Moore,"Aug. 31, 2015, 4:20 AM",143,10985412,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
"GNPS - Actinomycetes from Himalaya Hm125, Hm151 and S. coelicolor",MSV000079279,rlakamp,Pieter Dorrestein,"Aug. 28, 2015, 4:46 AM",17,37884,actinomyces,micrOTOF-Q
GNPS_Mattress_Dust,MSV000079274,amelnik,P.Dorrestein,"Aug. 26, 2015, 9:14 AM","2,227",9678563,Homo sapiens,maXis
GNPS - Potato Metabolites - C18-LC-MS/MS - Positive Polarity,MSV000079243,mjmeehan,"Jairam KP Vanamala, PhD","Aug. 16, 2015, 11:25 AM","4,514",43312921,Solanum tuberosum,maXis Impact
GNPS - GNPS Paper Novel Stenothricin Analog Supporting Information.,MSV000079204,mwang87,Pieter Dorrestein,"Jul. 30, 2015, 6:16 PM",650,11394178,Streptomyces,#NAME?
GNPS - 150702_Office_Human_Profiling,MSV000079181,ckapono,Dorrestein,"Jul. 2, 2015, 3:14 PM",598,60039758,#NAME?,maXis
GNPS_palythoa_ion_trap,MSV000079180,rsilva,Norberto,"Jul. 2, 2015, 12:01 PM",63,1018382,palythoa spp,ion trap LC/MS bruker
gnps- Actinomyces naeslundi oral isolate,MSV000079158,aedlund,"Edlund, McLean, Dorrestein","Jun. 12, 2015, 3:10 PM",17,765668,Actinomyces naeslundii,maXis
GNPS LCMS data from oral isolates during in vitro metabolism of sugar and lactate,MSV000079151,aedlund,"Edlund, McLean, Dorrestein","Jun. 11, 2015, 1:38 PM",427,17817128,mixed oral bacterial isolates,maXis
GNPS - Mouse dendritic cell lipidome response to wild-type West Nile virus (WNV-NY),MSV000079150,alchemistmatt,"Yoshihiro Kawaoka, Michael Diamond, Katrina Waters, Richard Smith and Thomas Metz","Jun. 11, 2015, 12:57 PM",81,4364990,Mus musculus,LTQ Orbitrap Velos
GNPS Papua New Guinea pH gradient ARMS,MSV000079146,quinnr,Rohwer,"Jun. 10, 2015, 9:30 AM",297,17146790,Scleractinia,maXis
GNPS - Light and dark on marine actinobacteria,MSV000079140,chqwww,Liangyu Chen,"Jun. 4, 2015, 2:18 PM",829,889144,Actinobacteria <class>,-agilent 1290 microTOF LC
GNPS - Actinomycetes from Himalaya,MSV000079139,rlakamp,Pieter Dorrestein,"Jun. 4, 2015, 1:44 PM",51,1589076,Actinomyces,amaZon ETD
gnps B cenocepacia mgo 5-30,MSV000079135,akretsch,Bo Li,"May. 30, 2015, 9:54 AM",5,5223257,Burkholderia cenocepacia J2315,6520 Quadrupole Time-of-Flight LC/MS
GNPS-CF Fecal study,MSV000079134,negarg,Pieter C. Dorrestein,"May. 29, 2015, 4:11 PM",416,2476479,Homo sapiens,maXis
GNPS - Coral response to environmental and endogenous stimuli,MSV000079130,ACHartmann,Rohwer,"May. 12, 2015, 10:26 PM",747,42614523,Acropora yongei,maXis
GNPS Bcc mgo trial 3,MSV000079124,akretsch,Bo Li,"Apr. 29, 2015, 12:02 PM",9,5421019,Burkholderia cenocepacia J2315,6520 Quadrupole Time-of-Flight LC/MS
GNPS Burkholderia cenocepacia mgo extractions,MSV000079122,akretsch,Bo Li,"Apr. 29, 2015, 11:37 AM",9,5421019,Burkholderia cenocepacia J2315,6520 Quadrupole Time-of-Flight LC/MS
GNPS Burkholderia cenocepacia J2315 mgo,MSV000079120,akretsch,Li,"Apr. 29, 2015, 9:03 AM",9,4987622,Burkholderia cenocepacia J2315,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Pseudomonas fluorescens - Streptomyces ambofaciens interaction,MSV000079119,adeveau,Aurelie Deveau,"Apr. 28, 2015, 1:41 PM",33,330809,#NAME?,LTQ FT
GNPS IBD Fecal Sample Solvent Test,MSV000079115,quinnr,Dorrestein,"Apr. 24, 2015, 5:05 PM",11,1317981,Homo sapiens,maXis
GNPS Streptonigrin analogs,MSV000079113,balunaslab,Balunas,"Apr. 24, 2015, 5:53 AM",5,57622,Streptomyces flocculus,QSTAR Elite
GNPS CF sinusitis samples,MSV000079105,quinnr,R C Hunter,"Apr. 10, 2015, 9:44 AM",49,7448856,Homo sapiens,maXis
GNPS YW CF Sputum Samples Exacerbation Longitudinal,MSV000079104,quinnr,Rohwer/Dorrestein,"Apr. 10, 2015, 9:33 AM",97,15627832,Homo sapiens,maXis
GNPS_wasp_unknown,MSV000079102,rsilva,Norberto,"Apr. 9, 2015, 6:19 AM",27,38878,Apocrita,MALDI bruker
GNPS Tomato Plant 3D Swabs with controls,MSV000079099,dfloros,Dorrestein,"Apr. 8, 2015, 9:05 PM",203,723424,#NAME?,micrOTOF-Q II
GNPS_Cichewicz_Fungi_Collection,MSV000079098,tal_lk,Cichewicz,"Apr. 6, 2015, 5:11 PM",979,7616821,Fungi,maXis
GNPS coral-algae laboratory interaction experiments,MSV000079091,ACHartmann,Forest Rohwer,"Apr. 1, 2015, 11:43 AM",305,37882354,#NAME?,maXis
GNPS_SS_peptides,MSV000079089,rsilva,Norberto,"Mar. 31, 2015, 1:37 PM",3,7025,SS,MALDI bruker
GNPS_New_Caledonian_Euphorbiaceae_part2,MSV000079069,pmallard,Wolfender/Litaudon,"Mar. 9, 2015, 6:26 AM",267,5529416,Euphorbiaceae,Q-Exactive Plus
GNPS INSPIRE Soil Microbes exposed to Root Exudates on +/- Pi media B3R1T1,MSV000079054,dfloros,Dorrestein,"Mar. 2, 2015, 10:04 PM",761,2530298,Multiple,micrOTOF-Q II
GNPS - Cultured Panamanian Marine Cyanobacterial Assemblage,MSV000079052,Oliver_Vining,Kerry McPhail,"Feb. 25, 2015, 11:37 AM",201,304794,#NAME?,#NAME?
GNPS - Marine Cyanobacteria of Panamanian and Red Sea Origin,MSV000079050,Oliver_Vining,Kerry McPhail,"Feb. 25, 2015, 11:28 AM",219,2168994,Cyanobacteria,maXis
GNPS - Lychnophora ericoides Endophytes Coculture 02,MSV000079048,amcaraballor,Monica T Pupo,"Feb. 24, 2015, 11:09 AM",517,941033,#NAME?,micrOTOF-Q II
GNPS - South African Tunicate Collection,MSV000079044,dgallegos,McPhail,"Feb. 20, 2015, 6:00 PM",101,1050700,Tunicata,Bruker Maxis qTOF
GNPS - Molecular analysis of human brain tissues,MSV000079040,abouslimani,Pieter Dorrestein,"Feb. 18, 2015, 2:33 PM",29,4966416,Homo sapiens,maXis
GNPS_New_Caledonian_Euphorbiaceae_part1,MSV000079034,pmallard,Wolfender/Litaudon,"Feb. 10, 2015, 10:15 AM",321,6758305,Euphorbiaceae,Q-Exactive Plus
GNPS_Freshwater_Cyanobacteria_Crudes_and_Fractions_University_of_Hawaii_at_Manoa,MSV000079029,philipwi2,Williams,"Feb. 2, 2015, 10:26 PM","15,791",65645039,Cyanobacteria,microTOF LC
GNPS-Brazilian Salinispora strains screening,MSV000079015,mcruesemann,Leticia Costa-Lotufo/Bradley Moore,"Jan. 26, 2015, 12:04 PM",109,33490553,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Colibactin pathway-dependent metabolites,MSV000078995,maria_vizcaino14,Jason M. Crawford,"Jan. 16, 2015, 7:24 AM",15,19458574,Escherichia coli,Agilent Q-TOF 6550A
GNPS - Trace detection of skin molecules on objects_Volunteers 12-39_MS/MS Data,MSV000078993,abouslimani,Pieter Dorrestein,"Jan. 14, 2015, 5:55 PM",675,69788318,Homo sapiens,maXis
GNPS CF sputum bacterial isolates,MSV000078992,quinnr,Rohwer/Dorrestein,"Jan. 14, 2015, 5:11 PM",63,6984198,Bacteria,maXis
GNPS - Moorea producens JHB Metabolome,MSV000078990,PAVL,William Gerwick,"Jan. 9, 2015, 5:40 PM",34,807873,Moorea producens JHB,#NAME?
GNPS_Freshwater_Cyanobacteria_Standards_University_of_Hawaii_at_Manoa,MSV000078982,philipwi2,Philip Williams,"Dec. 19, 2014, 8:20 PM","1,277",6770622,Cyanobacteria,microQTOF
GNPS - Peanut Pathogen Interactions,MSV000078964,l2sanchez,PC Dorrestein NP Keller,"Dec. 11, 2014, 1:10 PM",48,180012,-Aspergillus flavus Ralstonia solanacearum K60-1 Ralstonia solanacearum GMI1000,LTQ FT
GNPS - Metabolomics analysis of >3800 Escherichia coli single gene deletions strains,MSV000078963,nzamboni,Nicola Zamboni,"Dec. 10, 2014, 11:15 AM",176,28277103,Escherichia coli,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Metabolomics of non-replicating Mycobacterium smegmatis,MSV000078962,nzamboni,Nicola Zamboni,"Dec. 10, 2014, 5:03 AM",20,3871352,Mycobacterium smegmatis,Agilent 6550 QTOF
"GNPS_Sorangium cellulosum So ce38 and So ceGT47, various media, auto-MS2 and SPL-MS2",MSV000078960,thho,Rolf Mueller,"Dec. 7, 2014, 6:48 PM",201,9169940,#NAME?,maXis 4G
GNPS_Lichen-associated bacterial communities_extracts_negative_mode,MSV000078948,Delphine,Delphine Parrot; Sophie Tomasi,"Nov. 23, 2014, 7:36 AM",21,144132,lichen-associated bacterial communities,Ion trap LC/MS Thermo
GNPS_lichen-associated bacterial communities_extracts_positive_mode,MSV000078947,Delphine,Delphine Parrot; Sophie Tomasi,"Nov. 23, 2014, 7:26 AM",21,130398,lichen-associated bacterial communities,Ion trap LC/MS Thermo
GNPS_Euphorbia biumbellata EtOAc latex extract untargeted EMS-IDA-EPI,MSV000078945,lfnothias,Litaudon / Paolini,"Nov. 21, 2014, 2:50 AM",3,8534,Euphorbia biumbellata,3200 QTRAP
GNPS_1000Actinomycetes-EtAcMediaControls,MSV000078941,dfloros,P. Dorrestein,"Nov. 17, 2014, 3:07 PM",242,352516,,micrOTOF-Q II
GNPS_CysticFibrosis_LungTissue,MSV000078938,negarg,Pieter C. Dorrestein,"Nov. 13, 2014, 6:32 AM",175,6666259,human,maXis
GNPS_1000Actinomycetes-Butanol,MSV000078937,dfloros,P. Dorrestein,"Nov. 12, 2014, 5:53 PM","2,004",2314538,Marine Actinomycetes,micrOTOF-Q II
GNPS_1000Actinomycetes-EthylAcetate,MSV000078936,dfloros,P. Dorrestein,"Nov. 12, 2014, 5:48 PM","2,004",3112875,Marine Actinomycetes,micrOTOF-Q II
"GNPS_actinomycete_CNQ796, CNQ027, CNP993, CNP994, CNT335, CNX449, CNX657_extracts",MSV000078935,Nobuhiro,P. Dorrestein,"Nov. 12, 2014, 5:11 PM",29,716263,actinobacteria,amaZon ETD
GNPS_CAICE_CARB_C18_Aerosol_Headspace_Samples_NEGATIVE_POLARITY_Maxis_Impact_LCMS_,MSV000078934,mjmeehan,Kimberly Prather,"Nov. 9, 2014, 9:55 PM",177,6092485,None,impact
GNPS_CAICE_CARB_C18_Aerosol_Headspace_Samples_Maxis_Impact_LCMS_Runs,MSV000078932,mjmeehan,Kim Prather,"Nov. 6, 2014, 6:30 PM",168,9227932,None,impact
GNPS_Psychotria_Plant_Extracts,MSV000078931,mjmeehan,Brian Sedio,"Nov. 6, 2014, 3:35 PM",136,2297907,#NAME?,impact
GNPS - SIO Pierwater Marine DOM extract by PPL Resin,MSV000078929,bmstephe,Lihini Aluwihare,"Nov. 5, 2014, 9:48 PM",9,127627,uncultured eukaryote,LTQ XL
"GNPS-In vitro reaction of CYP450 Bmp7 with 2,4-dibromophenol substrate",MSV000078925,vagarwa2,Bradley S Moore,"Nov. 5, 2014, 4:48 PM",3,318490,"In vitro reaction of CYP450 Bmp7 with 2,4-dibromophenol substrate",Agilent 6530 Accurate Mass Q-TOF
GNPS_Dysidea granulosa,MSV000078924,negarg,Bradley S. Moore,"Nov. 5, 2014, 1:46 PM",3,1400920,Dysidea granulosa,Agilent 6530 Accurate Mass Q-TOF
GNPS_Lamellodysidea herbacea,MSV000078923,negarg,Bradley S. Moore,"Nov. 5, 2014, 1:35 PM",3,1351582,Lamellodysidea herbacea,6530 Quadrupole Time of Flight MS (Agilent Instrument)
GNPS UPLC May 2014 CF Sputum,MSV000078922,quinnr,Rohwer/Dorrestein,"Nov. 5, 2014, 11:52 AM",57,9002790,Homo sapiens,maXis
GNPS_CAICE_CARB_C18_Aerosol_Headspace_Samples,MSV000078920,mjmeehan,Kim Prather,"Nov. 5, 2014, 2:58 AM",160,119795,N/A,micrOTOF-Q II
GNPS_Penicillium_sp_SPE_DepletedMedia,MSV000078917,pmallard,Wolfender,"Nov. 1, 2014, 10:04 AM",29,344496,Penicillium sp.,Q-Exactive Plus
GNPS CF sputum HPLC CF v non-CF maxis,MSV000078903,quinnr,Rohwer/Dorrestein,"Oct. 24, 2014, 6:26 PM",17,3606576,homo sapies,maXis
GNPS_Lychnophora Endophytes Coculture 01,MSV000078900,amcaraballor,Monica T Pupo,"Oct. 19, 2014, 8:44 PM",43,99281,"Streptomyces cattleya RLe1
Streptomyces mobaraensis RLe3
Streptomyces albospinus RLe7
Kitsatospora nipponensis RLe10
Coniochaeta sp FLe4",Thermo Finnigan LTQ-FT-ICR
GNPS_Lychnophora,MSV000078899,rsilva,Norberto Lopes,"Oct. 17, 2014, 5:17 AM",27,1207471,Lychnophora spp,ion trap
GNPS_Periodontitis,MSV000078894,negarg,Scott Kelly,"Oct. 14, 2014, 12:10 PM",431,4424328,human saliva and deep pocket tooth scrapings from periodontitis subjects,maXis
GNPS_Cyanobacterial_collection_Plate31,MSV000078892,negarg,William H. Gerwick,"Oct. 14, 2014, 9:10 AM",177,2367405,Cyanobacterial collection,maXis
GNPS Nostoc punctiforme ATCC 29133,MSV000078891,eriche,"Piel, Dittmann","Oct. 7, 2014, 2:12 PM",103,1877585,Nostoc punctiforme ATCC 29133,Q Exactive
GNPS_plant_extracts,MSV000078889,rsilva,Denise Silva,"Oct. 6, 2014, 2:40 PM",11,386620,Various,ion trap
GNPS_Teobroma cacao,MSV000078881,danieldemarque,Denise Silva,"Oct. 3, 2014, 11:39 AM",3,19542,Teobroma cacao,Ion trap
GNPS_ACANTHUSPERMUM HISPIDUM,MSV000078880,EduardoJunior,Denise Silva,"Oct. 3, 2014, 11:37 AM",3,76616,ACANTHUSPERMUM HISPIDUM,ion trap
GNPS_Test_submission,MSV000078879,rsilva,Denise Silva,"Oct. 3, 2014, 9:34 AM",3,100836,TEOBROMA CACAO,ion TRAP
GNPS Actinokineospora EG49 elicitation,MSV000078870,janno,Hentschel,"Oct. 1, 2014, 4:25 AM",137,5941442,Actinokineospora sp. EG49,Q Exactive
GNPS Bacteria CB0028 associated to Acromyrmex sp.,MSV000078860,cristopher,Marcelino Gutierrez / Pieter Dorrestein,"Sep. 12, 2014, 6:06 PM",9,103721,Bacteria CB0028,Thermo Finnigan LTQ-FT-ICR
GNPS Interaction between bacteria CB0028 and Escovopsis sp. (CBacro424),MSV000078859,cristopher,Marcelino Gutierrez / Pieter Dorrestein / Hermogenes Fernandez-Marin,"Sep. 12, 2014, 5:34 PM",9,113209,Bacteria CB0028 and Escovopsis sp. (CBacro424),Thermo Finnigan LTQ-FT-ICR
GNPS Escovopsis sp. (CBacro424) associated to nest of Acromyrmex sp.,MSV000078857,cristopher,Marcelino Gutierrez / Pieter Dorrestein,"Sep. 12, 2014, 4:57 PM",9,110437,Escovopsis sp. (CBacro424),Thermo Finnigan LTQ-FT-ICR
GNPS Streptomyces (CBR38) associated to Acromyrmex sp.,MSV000078856,cristopher,Marcelino Gutierrez / Pieter Dorrestein,"Sep. 12, 2014, 4:53 PM",5,59738,Streptomyces (CBR38),Thermo Finnigan LTQ-FT-ICR
GNPS Streptomyces sp.(CBR53) associated to Acromyrmex sp. Direct infusion,MSV000078855,cristopher,Marcelino Gutierrez/Pieter Dorrestein,"Sep. 12, 2014, 4:03 PM",3,159748,Streptomyces sp. (CBR53),micrOTOF-Q III
GNPS Octocoral-Associated Bacteria from Panama II,MSV000078854,dtorres,Pieter C. Dorrestein / Marcelino Gutierrez,"Sep. 12, 2014, 9:25 AM",33,649184,Bacteria associated to octocorals collected in Panama,#NAME?
GNPS Octocoral-Associated Bacteria from Panama,MSV000078853,dtorres,Pieter C. Dorrestein / Marcelino Gutierrez,"Sep. 11, 2014, 10:27 AM",15,302874,Bacteria associated to Octocorals collected in Panama,#NAME?
GNPS - Streptomyces cattleya media screening,MSV000078850,econeill,Bradley Moore,"Sep. 8, 2014, 6:53 PM",118,55035109,Streptomyces cattleya NRRL 8057 = DSM 46488,6520 Quadrupole Time-of-Flight LC/MS
"GNPS - Streptomyces CNB091, CNS615 and CNT302 on 8 media",MSV000078847,econeill,Bradley Moore,"Sep. 8, 2014, 6:07 PM",174,79895579,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
"GNPS - Streptomyces on A1, MS and R5 agar",MSV000078839,econeill,Bradley Moore,"Sep. 4, 2014, 6:57 PM",721,298844898,-Streptomyces sp. CNB091 Streptomyces sp. CNT302 Streptomyces sp. TAA204 Streptomyces sp. CNY228 Streptomyces sp. CNY243 Streptomyces sp. CNT372 Streptomyces sp. TAA486 Streptomyces sp. TAA040 Streptomyces sp. CNS335 Streptomyces sp. CNT318 Streptomyces sp. CNR698 Streptomyces sp. CNS615 Streptomyces sp. CNX435 Streptomyces sp. CNS606 Streptomyces sp. CNQ865 Streptomyces sp. CNQ329 Streptomyces sp. CNH189 Streptomyces sp. CNQ766 Streptomyces sp. CNT360 Streptomyces sp. CNP082 Streptomyces sp. CNQ525 Streptomyces sp. CNQ149 Streptomyces sp. CNT371 Streptomyces sp. CNS654 Streptomyces ghanaensis ATCC 14672 Streptomyces sp. Mg1 Streptomyces griseoflavus Tu4000 Streptomyces sp. Tu6071 Streptomyces lividans TK24 Streptomyces roseosporus NRRL 11379 Streptomyces griseus subsp. griseus NBRC 13350 Streptomyces afghaniensis Streptomyces cattleya Streptomyces albus J1074 Streptomyces coelicolor A3(2) Streptomyces hygroscopicus subsp. hygroscopicus Streptomyces sp. CNS580 Streptomyces sp. CNH287 Streptomyces sp. CNH099,6520 Quadrupole Time-of-Flight LC/MS
GNPS-Gonzalez et al. MCP 2014 (PSM); Cell Chemisty & Biology 2014 (N-AgrD),MSV000078837,mcruesemann,"David Gonzalez, Ph.D","Sep. 4, 2014, 1:10 PM",5,169753,Staphylococcus aureus strain TCH1516 USA300,
GNPS-Salinispora strains agar screening final,MSV000078836,mcruesemann,Bradley Moore,"Sep. 3, 2014, 4:02 PM",751,217726165,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS - LP5CW-LP5CB DSV proteobacterial interactions,MSV000078835,Oliver_Vining,Kerry McPhail,"Sep. 2, 2014, 3:59 PM",180,337529,#NAME?,micrOTOF-Q
GNPS_Streptomyces sp. DSM5940,MSV000078833,y6peng,Pieter Dorrestein,"Aug. 27, 2014, 8:12 PM",9,18462,Streptomyces sp. DSM 5940,LTQ FT
GNPS - Trace detection of skin molecules on objects_Volunteers 1-11_MS/MS Data,MSV000078832,abouslimani,Pieter Dorrestein,"Aug. 27, 2014, 4:22 PM",301,31310690,Homo sapiens,maXis
GNPS - P aeruginosa PA14 transposon library ethyl acetate/methanol extractions,MSV000078830,vphelan,Pieter Dorrestein,"Aug. 26, 2014, 7:49 AM","11,715",41485711,Pseudomonas aeruginosa PA14,microTOF LC
GNPS_Streptomyces sp. DSM5940,MSV000078818,y6peng,Pieter Dorrestein,"Aug. 22, 2014, 11:49 PM",29,1115146,Streptomyces sp. DSM5940,LTQ FT
GNPS - Large Pseudoalteromonas v1,MSV000078817,t3hdon,"Pieter Dorrestein, Lone Gram, Marcelino Gutierrez, Maria Mansson","Aug. 22, 2014, 11:32 PM",501,556314,Pseudoalteromonas,micrOTOF-Q II
GNPS - Trace detection of skin molecules on objects_Volunteer 6. MS/MS Data,MSV000078816,abouslimani,Pieter Dorrestein,"Aug. 22, 2014, 4:59 PM",365,35709284,Homo sapiens,maXis
GNPS Moorea Reef Invertebrate Interactions UPLC MS/MS,MSV000078812,quinnr,Rohwer,"Aug. 19, 2014, 8:56 AM",91,13154869,Bryozoan and Tunicates,maXis
GNPS Indonesian Coral Reef ARMS,MSV000078811,quinnr,Rohwer,"Aug. 18, 2014, 5:35 PM",17,2215808,Unknown,maXis
GNPS_M_annularis_microbial_community_isolates,MSV000078805,ckapono,Dorrestein/Azam,"Aug. 14, 2014, 11:57 AM",89,10026150,Montastraea annularis,maXis
GNPS - Large Pseudomonas UK Collection,MSV000078803,t3hdon,"Tim Maucline, Jacob Malone","Aug. 8, 2014, 2:23 PM",741,1543145,Pseudomonas fluorescens,Bruker micrOTOF II
GNPS_Autism_MIA_mouse_model_20140808,MSV000078801,negarg,Sarkis K Mazmanian,"Aug. 8, 2014, 12:57 PM",215,89981186,mouse,maXis
gnps_ICBG_Stuffs_Upload,MSV000078797,kenjsc,Linington Dorrestein,"Aug. 1, 2014, 5:04 PM",667,48135144,Actinomyces,maXis
GNPS Sidebottom 6 227 mzXML,MSV000078789,ASidebottom,Dr. Erin E. Carlson,"Jul. 30, 2014, 6:23 AM",13,7156919,Streptomyces spp.,LTQ
GNPS_Extracts and Metadata of 1000 Marine Actinobacterial Strains,MSV000078787,dfloros,Dorrestein,"Jul. 25, 2014, 5:05 PM","2,005",2745913,Actinobacterial Strains,Bruker micrOTOF-QIII
GNPS - Alterochromide molecules from heterologous expression,MSV000078784,aros050,Bradley S. Moore,"Jul. 21, 2014, 11:54 AM",47,13615144,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS_Lipidomics charactarization of SARS infected 2B4 cells negative ionization,MSV000078781,ThomasMetz,"Michael Katze, Ralph Baric, Amy Sims, Katrina Waters, Dick Smith, and Thomas Metz","Jul. 16, 2014, 1:07 PM",169,4837134,Homo sapiens,LTQ Orbitrap Velos
GNPS_Lipidomics charactarization of SARS infected 2B4 cells positive ionization,MSV000078780,ThomasMetz,"Michael Katze, Ralph Baric, Amy Sims, Katrina Waters, Dick Smith, and Thomas Metz","Jul. 16, 2014, 12:49 PM",169,4960220,Homo sapiens,LTQ Orbitrap Velos
